Mon 	Date 	Year    Hr  	Min 	Sec 	MicroSec    	Velocity
11	28	2018	19	00	37	580135		0.625
11	28	2018	19	00	38	081547		0.49479166700000005
11	28	2018	19	00	38	583130		0.598958333
11	28	2018	19	00	39	084537		0.520833333
11	28	2018	19	00	39	585986		0.572916667
11	28	2018	19	00	40	087386		0.572916667
11	28	2018	19	00	40	588967		0.625
11	28	2018	19	00	41	090277		0.546875
11	28	2018	19	00	41	591873		0.625
11	28	2018	19	00	42	093295		0.572916667
11	28	2018	19	00	42	594769		0.49479166700000005
11	28	2018	19	00	43	096232		0.520833333
11	28	2018	19	00	43	597858		0.546875
11	28	2018	19	00	44	099260		0.572916667
11	28	2018	19	00	44	600859		0.520833333
11	28	2018	19	00	45	102342		0.572916667
11	28	2018	19	00	45	603834		0.546875
11	28	2018	19	00	46	105242		0.546875
11	28	2018	19	00	46	606890		0.572916667
11	28	2018	19	00	47	108283		0.46875
11	28	2018	19	00	47	609933		0.546875
11	28	2018	19	00	48	111343		0.546875
11	28	2018	19	00	48	612772		0.546875
11	28	2018	19	00	49	114172		0.41666666700000005
11	28	2018	19	00	49	615763		0.546875
11	28	2018	19	00	50	117113		0.729166667
11	28	2018	19	00	50	618695		0.598958333
11	28	2018	19	00	51	120110		0.546875
11	28	2018	19	00	51	621695		0.520833333
11	28	2018	19	00	52	123213		0.572916667
11	28	2018	19	00	52	624815		0.520833333
11	28	2018	19	00	53	126141		0.41666666700000005
11	28	2018	19	00	53	627924		0.546875
11	28	2018	19	00	54	129360		0.572916667
11	28	2018	19	00	54	630823		0.572916667
11	28	2018	19	00	55	132220		0.625
11	28	2018	19	00	55	633845		0.572916667
11	28	2018	19	00	56	135179		0.546875
11	28	2018	19	00	56	636758		0.546875
11	28	2018	19	00	57	138161		0.572916667
11	28	2018	19	00	57	639678		0.520833333
11	28	2018	19	00	58	141144		0.677083333
11	28	2018	19	00	58	642770		0.572916667
11	28	2018	19	00	59	144124		0.46875
11	28	2018	19	00	59	645721		0.598958333
11	28	2018	19	01	00	147155		0.598958333
11	28	2018	19	01	00	648608		0.651041667
11	28	2018	19	01	01	150015		0.625
11	28	2018	19	01	01	651662		0.572916667
11	28	2018	19	01	02	153098		0.807291667
11	28	2018	19	01	02	654723		0.546875
11	28	2018	19	01	03	156149		0.703125
11	28	2018	19	01	03	657639		0.520833333
11	28	2018	19	01	04	159031		0.625
11	28	2018	19	01	04	660615		0.598958333
11	28	2018	19	01	05	162052		0.520833333
11	28	2018	19	01	05	663764		0.520833333
11	28	2018	19	01	06	165191		0.546875
11	28	2018	19	01	06	666754		0.520833333
11	28	2018	19	01	07	168244		0.49479166700000005
11	28	2018	19	01	07	669853		0.651041667
11	28	2018	19	01	08	171198		0.598958333
11	28	2018	19	01	08	672779		0.598958333
11	28	2018	19	01	09	174227		0.572916667
11	28	2018	19	01	09	675674		0.598958333
11	28	2018	19	01	10	177095		0.520833333
11	28	2018	19	01	10	678697		0.49479166700000005
11	28	2018	19	01	11	179987		0.625
11	28	2018	19	01	11	681557		0.546875
11	28	2018	19	01	12	183020		0.44270833299999995
11	28	2018	19	01	12	684544		0.546875
11	28	2018	19	01	13	185949		0.651041667
11	28	2018	19	01	13	687536		0.208333333
11	28	2018	19	01	14	188894		0.520833333
11	28	2018	19	01	14	690506		0.546875
11	28	2018	19	01	15	191947		0.572916667
11	28	2018	19	01	15	693426		0.520833333
11	28	2018	19	01	16	194836		0.598958333
11	28	2018	19	01	16	696494		0.520833333
11	28	2018	19	01	17	197894		0.625
11	28	2018	19	01	17	699502		0.625
11	28	2018	19	01	18	200952		0.703125
11	28	2018	19	01	18	702454		0.546875
11	28	2018	19	01	19	203851		0.520833333
11	28	2018	19	01	19	705452		0.41666666700000005
11	28	2018	19	01	20	206783		0.546875
11	28	2018	19	01	20	708385		0.572916667
11	28	2018	19	01	21	209905		0.520833333
11	28	2018	19	01	21	711580		0.546875
